,Unnamed: 0,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,new_cell,population
388,415,송파구,11240590,오륜동,Oryun-dong,Oryun,19262.5072
389,416,송파구,11240600,오금동,Ogeum-dong,Ogeum,33560.2409
390,417,송파구,11240610,송파1동,Songpa 1(il)-dong,Songpa1(il),26473.8465
391,418,송파구,11240620,송파2동,Songpa 2(i)-dong,Songpa2(i),17006.7034
392,419,송파구,11240630,석촌동,Seokchon-dong,Seokchon,25580.2013
393,420,송파구,11240640,삼전동,Samjeon-dong,Samjeon,22938.2924
394,421,송파구,11240650,가락본동,Garakbon-dong,Garakbon,39857.224
395,422,송파구,11240660,가락1동,Garak 1(il)-dong,Garak1(il),23541.9057
396,423,송파구,11240670,가락2동,Garak 2(i)-dong,Garak2(i),23278.0869
397,424,송파구,11240680,문정1동,Munjeong 1(il)-dong,Munjeong1(il),20467.0158
398,425,송파구,11240690,문정2동,Munjeong 2(i)-dong,Munjeong2(i),59142.3104
399,426,송파구,11240810,장지동,Jangji-dong,Jangji,28475.8316
400,427,송파구,11240820,위례동,wirye-dong,wirye,35899.4649
401,428,송파구,11240710,잠실본동,Jamsilbon-dong,Jamsilbon,30788.8592
402,429,송파구,11240790,잠실2동,Jamsil 2(i)-dong,Jamsil2(i),27149.4254
403,430,송파구,11240800,잠실3동,Jamsil 3(sam)-dong,Jamsil3(sam),55111.3905
404,431,송파구,11240750,잠실4동,Jamsil 4(sa)-dong,Jamsil4(sa),15406.0109
405,432,송파구,11240770,잠실6동,Jamsil 6(yuk)-dong,Jamsil6(yuk),59290.6305
406,433,송파구,11240780,잠실7동,Jamsil 7(chil)-dong,Jamsil7(chil),9688.556600000002
407,435,강동구,11250750,강일동,Gangil-dong,Gangil,45514.2478
408,436,강동구,11250760,상일1동,Sangil 1(il)-dong,Sangil1(il),0.0
409,437,강동구,11250770,상일2동,Sangil 2(i)-dong,Sangil2(i),0.0
410,438,강동구,11250530,명일1동,Myeongil 1(il)-dong,Myeongil1(il),22835.4229
411,439,강동구,11250540,명일2동,Myeongil 2(i)-dong,Myeongil2(i),15890.8354
412,440,강동구,11250550,고덕1동,Godeok 1(il)-dong,Godeok1(il),20741.8044
413,441,강동구,11250560,고덕2동,Godeok 2(i)-dong,Godeok2(i),19680.3275
414,442,강동구,11250720,암사1동,Amsa 1(il)-dong,Amsa1(il),19878.3451
415,443,강동구,11250580,암사2동,Amsa 2(i)-dong,Amsa2(i),13194.0252
416,444,강동구,11250590,암사3동,Amsa 3(sam)-dong,Amsa3(sam),12744.7374
417,445,강동구,11250610,천호1동,Cheonho 1(il)-dong,Cheonho1(il),24843.232
418,446,강동구,11250730,천호2동,Cheonho 2(i)-dong,Cheonho2(i),40854.3851
419,447,강동구,11250630,천호3동,Cheonho 3(sam)-dong,Cheonho3(sam),23161.7454
420,448,강동구,11250650,성내1동,Seongnae 1(il)-dong,Seongnae1(il),24009.0759
421,449,강동구,11250660,성내2동,Seongnae 2(i)-dong,Seongnae2(i),20954.5095
422,450,강동구,11250670,성내3동,Seongnae 3(sam)-dong,Seongnae3(sam),24318.8997
423,451,강동구,11250740,길동,Gil-dong,Gil,50593.772
424,452,강동구,11250700,둔촌1동,Dunchon 1(il)-dong,Dunchon1(il),5048.4828
425,453,강동구,11250710,둔촌2동,Dunchon 2(i)-dong,Dunchon2(i),25685.5168
