,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,new_cell
435,강동구,11250750,강일동,Gangil-dong,Gangil
436,강동구,11250760,상일1동,Sangil 1(il)-dong,Sangil1(il)
437,강동구,11250770,상일2동,Sangil 2(i)-dong,Sangil2(i)
438,강동구,11250530,명일1동,Myeongil 1(il)-dong,Myeongil1(il)
439,강동구,11250540,명일2동,Myeongil 2(i)-dong,Myeongil2(i)
440,강동구,11250550,고덕1동,Godeok 1(il)-dong,Godeok1(il)
441,강동구,11250560,고덕2동,Godeok 2(i)-dong,Godeok2(i)
442,강동구,11250720,암사1동,Amsa 1(il)-dong,Amsa1(il)
443,강동구,11250580,암사2동,Amsa 2(i)-dong,Amsa2(i)
444,강동구,11250590,암사3동,Amsa 3(sam)-dong,Amsa3(sam)
445,강동구,11250610,천호1동,Cheonho 1(il)-dong,Cheonho1(il)
446,강동구,11250730,천호2동,Cheonho 2(i)-dong,Cheonho2(i)
447,강동구,11250630,천호3동,Cheonho 3(sam)-dong,Cheonho3(sam)
448,강동구,11250650,성내1동,Seongnae 1(il)-dong,Seongnae1(il)
449,강동구,11250660,성내2동,Seongnae 2(i)-dong,Seongnae2(i)
450,강동구,11250670,성내3동,Seongnae 3(sam)-dong,Seongnae3(sam)
451,강동구,11250740,길동,Gil-dong,Gil
452,강동구,11250700,둔촌1동,Dunchon 1(il)-dong,Dunchon1(il)
453,강동구,11250710,둔촌2동,Dunchon 2(i)-dong,Dunchon2(i)
